
"Jan","Feb","Mar","Apr","May","Jun","Jul","Aug","Sep","Oct","Nov","Dec"
"16.282482142857","19.071535714286","24.733625","30.151339285714","33.911892857143","33.397696428571","29.338517857143","28.148446428571","28.01375","26.024982142857","21.058964285714","16.987071428571"
