
"Jan","Feb","Mar","Apr","May","Jun","Jul","Aug","Sep","Oct","Nov","Dec"
"24.179446428571","25.516035714286","27.784517857143","30.415625","32.304535714286","31.757214285714","30.297303571429","29.649482142857","29.239125","27.637875","25.562535714286","24.294732142857"
